web-scraper-order,web-scraper-start-url,link,link-href,name,raised,smallIndividual,largeContributions,pac,selfFinancing,other
"1582361467-831","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=AZ02&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=AZ02&spec=N","Justine Wadsack (R)","14,040","2,099","6,685","$0","5,256","0"
"1582361429-792","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=IL10&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=IL10&spec=N","Valerie Ramirez Mukherjee (R)","114,442","742","10,900","$0","102,800","0"
"1582360920-237","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=CA53&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=CA53&spec=N","Eric Kutner (D)","7,681","2,562","5,100","$0","19","0"
"1582360803-73","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=OK01&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=OK01&spec=N","Kojo Asamoa-Caesar (D)","19,036","8,181","10,855","$0","0","0"
"1582361617-974","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=CA12&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=CA12&spec=N","Deanna Lorraine (R)","187,352","138,377","49,025","$1,000","0","1,050"
"1582361664-1027","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=NC08&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=NC08&spec=N","Patricia Timmons-Goodson (D)","96,312","6,762","53,050","$2,000","35,000","500"
"1582361324-676","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=AZ04&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=AZ04&spec=N","Anne Marie Ward (R)","28,308","3,773","15,310","$0","9,525","300"
"1582361634-985","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=NY02&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=NY02&spec=N","Andrew Garbarino (R)","217,975","2,125","214,850","$0","0","1,000"
"1582361085-436","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=IA02&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=IA02&spec=N","Bobby Schilling (R)","80,858","17,164","58,387","$5,000","307","0"
"1582361505-869","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=NV03&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=NV03&spec=N","Dan Rodimer (R)","499,047","10,893","323,818","$0","167,386","3,050"
"1582360927-245","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=MAS2&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=MAS2&spec=N","Shiva Ayyadurai (I)","56,324","11,386","3,910","$0","41,029","0"
"1582361086-441","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=KS03&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=KS03&spec=N","Adrienne Foster (R)","97,798","10,715","81,795","$0","9,298","4,011"
"1582361193-556","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=OR02&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=OR02&spec=N","Jamie McLeod-Skinner (D)","14,427","3,996","6,201","$0","0","4,230"
"1582361322-666","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=NY15&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=NY15&spec=N","Michael Blake (D)","501,623","93,464","390,734","$16,925","500","0"
"1582361304-653","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=OK05&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=OK05&spec=N","David Greene (R)","6,385","685","1,700","$0","4,000","0"
"1582361124-497","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=CO01&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=CO01&spec=N","Crisanta Duran (D)","176,500","37,698","137,802","$1,000","0","0"
"1582361103-464","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=MI03&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=MI03&spec=N","Peter Meijer (R)","723,473","3,702","528,230","$9,079","182,462","0"
"1582361473-840","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=NY01&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=NY01&spec=N","Nancy Goroff (D)","871,787","102,754","759,426","$18,650","5,600","14,643"
"1582361356-713","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX09&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX09&spec=N","Johnny Teague (R)","29,040","1,970","10,350","$0","16,500","220"
"1582361327-679","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=MO04&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=MO04&spec=N","Erich Arvidson (D)","5,287","4,176","531","$0","200","380"
"1582361460-822","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=IN05&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=IN05&spec=N","Jennifer Christie (D)","20,121","6,282","12,175","$0","1,664","0"
"1582361078-428","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=NV04&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=NV04&spec=N","Charles Navarro (R)","107,434","1,760","26,000","$1,603","78,071","0"
"1582360864-173","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX22&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX22&spec=N","Aaron Hermes (R)","7,600","1,075","3,400","$0","3,125","0"
"1582361344-700","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=NHS2&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=NHS2&spec=N","Bill O'Brien (R)","94,239","6,214","44,789","$350","43,385","500"
"1582361710-1069","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX11&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX11&spec=N","Cynthia Breyman (R)","18,793","0","3,500","$0","16,293","1,000"
"1582361322-669","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=NY15&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=NY15&spec=N","Ydanis Rodriguez (D)","97,325","6,025","91,300","$0","0","0"
"1582360961-293","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=MNS1&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=MNS1&spec=N","Theron Preston Washington (R)","238","0","0","$0","238","476"
"1582361284-631","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=NY06&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=NY06&spec=N","Mel Gagarin (D)","30,047","9,337","20,710","$0","0","0"
"1582361751-1121","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=SCS2&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=SCS2&spec=N","Michael Lapierre (R)","42,605","1,780","2,520","$0","38,305","0"
"1582361716-1083","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=MD07&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=MD07&spec=N","Liz Matory (R)","5,900","3,380","2,520","$0","0","0"
"1582361070-402","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX17&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX17&spec=N","Ahmad Adnan (R)","9,994","0","0","$0","9,994","0"
"1582361324-677","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=AZ04&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=AZ04&spec=N","Delina DiSanto (D)","9,091","5,255","3,831","$0","0","5"
"1582361395-754","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=MN06&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=MN06&spec=N","Tawnja Zahradka (D)","10,126","2,376","7,750","$0","0","0"
"1582360845-137","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=GAS1&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=GAS1&spec=N","Elaine Whigham Williams (D)","5,000","0","0","$0","0","5,000"
"1582361212-575","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=NY27&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=NY27&spec=N","Beth Parlato (R)","372,682","23,543","336,200","$11,000","2,839","900"
"1582361165-535","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=AL05&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=AL05&spec=N","Chris Lewis (R)","142,402","14,061","97,088","$12,500","20,003","1,250"
"1582361111-479","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=AZ01&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=AZ01&spec=N","Eva Putzova (D)","122,969","71,310","51,135","$0","524","0"
"1582361742-1109","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=OH01&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=OH01&spec=N","Kate Schroder (D)","619,641","102,559","507,042","$10,550","0","510"
"1582361441-800","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=MA08&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=MA08&spec=N","Robbie Goldstein (D)","86,571","11,765","71,925","$0","2,906","25"
"1582361356-711","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX09&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX09&spec=N","Melissa Mechelle Williams (D)","58,113","0","878","$0","57,236","0"
"1582361659-1023","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=VA07&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=VA07&spec=N","Bridgette Williams (R)","5,025","0","0","$0","5,025","305"
"1582361673-1035","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=NV01&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=NV01&spec=N","Citlaly Larios-Elias (R)","305","205","0","$0","100","0"
"1582361614-970","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=GA01&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=GA01&spec=N","Daniel Merritt (R)","31,387","6,757","22,630","$0","2,000","0"
"1582361154-523","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=COS2&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=COS2&spec=N","Andrew Romanoff (D)","1,744,993","575,593","1,174,494","$0","0","5,094"
"1582361291-641","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=ALS1&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=ALS1&spec=N","Roy Moore (R)","142,947","78,618","66,329","$0","0","2,000"
"1582360859-154","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=FL26&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=FL26&spec=N","Irina Vilarino (R)","434,965","18,040","374,625","$2,500","40,000","200"
"1582361647-1003","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=AL01&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=AL01&spec=N","Kiani A. Gardner (D)","49,569","11,108","30,461","$5,000","3,000","0"
"1582360804-75","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=GA07&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=GA07&spec=N","Lynne Homrich (R)","781,139","10,679","501,300","$11,500","258,410","750"
"1582361329-682","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=FL27&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=FL27&spec=N","Juan Fiol (R)","20,755","4,853","15,902","$0","0","0"
"1582360796-67","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=AZS1&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=AZS1&spec=N","Daniel McCarthy (R)","167,313","8,157","7,100","$0","152,049","8"
"1582360950-279","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX31&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX31&spec=N","Michael Howard Williams (R)","49,413","225","0","$0","44,188","5,000"
"1582360903-214","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=CO06&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=CO06&spec=N","Steven House (R)","499,159","7,277","395,168","$2,000","95,714","1,000"
"1582360821-100","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=MI08&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=MI08&spec=N","Nikki Snyder (R)","1,916","916","1,000","$0","0","0"
"1582361257-608","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=NC11&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=NC11&spec=N","Steve Woodsmall (D)","66,364","35,483","29,506","$250","20","1,105"
"1582361352-709","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=KSS1&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=KSS1&spec=N","Bryan Pruitt (R)","6,490","1,465","4,025","$0","1,000","0"
"1582361520-882","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=CA49&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=CA49&spec=N","Brian Maryott (R)","1,164,981","138,114","554,263","$17,199","455,500","95"
"1582361163-534","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=FL03&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=FL03&spec=N","Brandon Peters (D)","4,305","200","18","$0","0","4,523"
"1582361710-1065","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX11&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX11&spec=N","J. Ross Lacy (R)","178,329","3,850","165,150","$0","14,929","5,600"
"1582360771-38","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=CT05&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=CT05&spec=N","David Sullivan (R)","105,106","19,797","58,461","$0","26,848","0"
"1582361276-625","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=MA01&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=MA01&spec=N","Alex Morse (D)","339,733","127,961","210,793","$1,000","200","220"
"1582361365-722","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=SC02&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=SC02&spec=N","Adair Boroughs (D)","701,147","124,852","574,454","$2,750","0","910"
"1582360994-327","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=OH13&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=OH13&spec=N","Robert Santos (R)","4,145","445","3,000","$0","700","0"
"1582361039-366","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=CA14&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=CA14&spec=N","Eric Taylor (I)","2,434","0","0","$0","2,434","0"
